dataset,id1,id2,title1,author1,year1,title2,author2,year2
mixed,mixed_4021,mixed_514,EXAMINING HOW CHRONICALLY ILL PATIENTS' REACTIONS TO AND EFFECTIVE USE OF INFORMATION TECHNOLOGY CAN INFLUENCE HOW WELL THEY SELF-MANAGE THEIR ILLNESS 1,"Savoli, Azadeh and Barki, Henri and Paré, Guy",nan,Examining How Chronically Ill Patients’ Reactions to and Effective Use of Information Technology Can Influence How Well They Self-Manage Their Illness,"Savoli, Azadeh and Barki, Henri and Pare, Guy",2020
mixed,mixed_2901,mixed_1277,The Affective Response Model - A Theoretical Framework of Affective Concepts and Their Relationships in the ICT Context,"Zhang, Ping",2013,The Affective Response Model: A Theoretical Framework of Affective Concepts and Their Relationships in the ICT Context,"Zhang, Ping",2013
mixed,mixed_5052,mixed_338,Design and Implementation of Decision Support Systems in the Public Sector,"Henderson, John C and Schilling, David A",nan,Design and Implementation of Decision Support Systems in the Public Sector,"Henderson, John C. and Schilling, David A.",1985
mixed,mixed_4890,mixed_2193,Individual Adjustment to Information-Driven Technologies: A Critical Review,"Nelson, Debra L",nan,Individual Adjustment to Information-Driven Technologies - A Critical Review,"Nelson, Debra L.",1990
mixed,mixed_4736,mixed_818,Implementing Packaged Software,"Lucas, Henry C and Leonard, N. and Stern and Walton, Eric J",nan,Implementing Packaged Software,"Lucas, Henry C. and Walton, Eric J. and Ginzberg, Michael J.",1988
mixed,mixed_5300,mixed_1730,THE VOICE OF COMMERCE: HOW SMART SPEAKERS RESHAPE DIGITAL CONTENT CONSUMPTION AND PREFERENCES 1,"Son, Yoonseock and Oh, Wonseok and Im, Il",nan,The Voice of Commerce: How Smart Speakers Reshape Digital Content Consumption and Preferences,"Son, Yoonseock and Oh, Wonseok and Im, Il",2023
mixed,mixed_3048,mixed_4132,The Dark Side of Reviews - The Swaying Effects of Online Product Reviews on Attribute Preference Construction,"Liu, Qianqian Ben and Karahanna, Elena",2017,THE DARK SIDE OF REVIEWS: THE SWAYING EFFECTS OF ONLINE PRODUCT REVIEWS ON ATTRIBUTE PREFERENCE CONSTRUCTION 1,"Qianqian, Ben and Liu and Karahanna, Elena",nan
mixed,mixed_1147,mixed_2367,Production and Transaction Economies and IS Outsourcing: A Study of the U. S. Banking Industry,"Ang, Soon and Straub, Detmar W.",1998,Production and Transaction Economies and IS Outsourcing - A Study of the U.S. Banking Industry,"Ang, Soon and Straub, Detmar W.",1998
mixed,mixed_2219,mixed_460,Executive Information Systems - A Framework for Development and a Survey of Current Practices,"Watson, Hugh J. and Rainer Jr., R. Kelly and Koh, Chang E.",1991,Executive Information Systems: A Framework for Development and a Survey of Current Practices,"Watson, Hugh J. and Rainer, R. Kelly and Koh, Chang E.",1991
mixed,mixed_1471,mixed_5053,Information Technology Outsourcing and Non-IT Operating Costs: An Empirical Investigation,"Han, Kunsoo and Mithas, Sunil",2013,INFORMATION TECHNOLOGY OUTSOURCING AND NON-IT OPERATING COSTS: AN EMPIRICAL INVESTIGATION 1,"Han, Kunsoo and Mithas, Sunil",nan
mixed,mixed_3228,mixed_830,A Daily Field Investigation of Technology-Driven Spillovers from Work to Home,"Benlian, Alexander",2020,A Daily Field Investigation of Technology-Driven Spillovers from Work to Home,"Benlian, Alexander",2020
mixed,mixed_4328,mixed_2537,Weber/Editor's Comments,"Weber, Ron",nan,Editor's Comments,"Weber, Ron",2004
mixed,mixed_2835,mixed_4801,Building Member Attachment in Online Communities - Applying Theories of Group Identity and Interpersonal Bonds,"Ren, Yuqing and Harper, F. Maxwell and Drenner, Sara and Terveen, Loren G. and Kiesler, Sara B. and Riedl, John and Kraut, Robert E.",2012,BUILDING MEMBER ATTACHMENT IN ONLINE COMMUNITIES: APPLYING THEORIES OF GROUP IDENTITY AND INTERPERSONAL BONDS 1,"Ren, Yuqing and Harper, F. Maxwell and Drenner, Sara and Terveen, Loren and Kiesler, Sara and Riedl, John and Kraut, Robert E",nan
mixed,mixed_1326,mixed_3323,Connecting the Parts with the Whole: Toward an Information Ecology Theory of Digital Innovation Ecosystems,"Wang, Ping",2021,Connecting the Parts with the Whole: Toward an Information Ecology Theory of Digital Innovation Ecosystems,"Wang, Ping",2021
mixed,mixed_128,mixed_4410,Cost/Benefit Analysis of Computer Based Message Systems,"Montgomery, Ian and Benbasat, Izak",1983,Cost/Benefit Analysis of Computer Based Message Systems,"Montgomery, Lan and Benbasat, Izak",nan
mixed,mixed_4534,mixed_27,CROSS-CULTURAL SOFTWARE PRODUCTION AND USE: A STRUCTURATIONAL ANALYSIS 1,"Walsham, Geoff and Myers, Michael D",nan,Cross-Cultural Software Production and Use: A Structurational Analysis,"Walsham, Geoff",2002
mixed,mixed_3097,mixed_3770,Social Media Affordances for Connective Action - An Examination of Microblogging Use During the Gulf of Mexico Oil Spill,"Vaast, Emmanuelle and Safadi, Hani and Lapointe, Liette and Negoita, Bogdan",2017,SOCIAL MEDIA AFFORDANCES FOR CONNECTIVE ACTION: AN EXAMINATION OF MICROBLOGGING USE DURING THE GULF OF MEXICO OIL SPILL 1,"Vaast, Emmanuelle and Safadi, Hani and Lapointe, Liette and Negoita, Bogdan",nan
mixed,mixed_981,mixed_2440,System Life Expectancy and the Maintenance Effort: Exploring Their Equilibration,"Swanson, E. Burton and Dans, Enrique",2000,System Life Expectancy and the Maintenance Effort - Exploring Their Equilibration,"Swanson, E. Burton and Dans, Enrique",2000
mixed,mixed_3097,mixed_216,Social Media Affordances for Connective Action - An Examination of Microblogging Use During the Gulf of Mexico Oil Spill,"Vaast, Emmanuelle and Safadi, Hani and Lapointe, Liette and Negoita, Bogdan",2017,Social Media Affordances for Connective Action: An Examination of Microblogging Use During the Gulf of Mexico Oil Spill,"Vaast, Emmanuelle and Safadi, Hani and Lapointe, Liette and Negoita, Bogdan",2017
mixed,mixed_235,mixed_2040,Information Technology Assessment and Adoption: A Field Study,"Huff, Sid L. and Munro, Malcolm C.",1985,Information Technology Assessment and Adoption - A Field Study,"Huff, Sid L. and Munro, Malcolm",1985
mixed,mixed_4654,mixed_41,"INFORMATION TECHNOLOGY OUTSOURCING, KNOWLEDGE TRANSFER, AND FIRM PRODUCTIVITY: AN EMPIRICAL ANALYSIS 1","Chang, Young Bong and Gurbaxani, Vijay",nan,"Information Technology Outsourcing, Knowledge Transfer, and Firm Productivity: An Empirical Analysis",Chang and Gurbaxani,2012
mixed,mixed_314,mixed_1978,Graphical User Interfaces for Business Information Systems,"Ives, Blake",1982,Graphical User Interfaces for Business Information Systems,"Ives, Blake",1982
mixed,mixed_2938,mixed_4662,Peer Influence in the Diffusion of iPhone 3G over a Large Social Network,"de Matos, Miguel Godinho and Ferreira, Pedro A. and Krackhardt, David",2014,PEER INFLUENCE IN THE DIFFUSION OF IPHONE 3G OVER A LARGE SOCIAL NETWORK 1,"Godinho De Matos, Miguel and Ferreira, Pedro and Krackhardt, David",nan
mixed,mixed_2883,mixed_997,Knowing What a User Likes - A Design Science Approach to Interfaces that Automatically Adapt to Culture,"Reinecke, Katharina and Bernstein, Abraham",2013,Knowing What a User Likes: A Design Science Approach to Interfaces that Automatically Adapt to Culture,"Reinecke, Katharina and Bernstein, Abraham",2013
mixed,mixed_2111,mixed_3611,The Economics of Software Quality Assurance - A Simulation-Based Case Study,"Abdel-Hamid, Tarek K.",1988,The Economics of Software Quality Assurance: A Simulation-Based Case Study,"Abdei-Hamid, Tarek K",nan
mixed,mixed_90,mixed_3607,Editor's Comments: Looking for a Few Good Concepts...and Theories...for the Information Systems Field,Markus and Saunders,2007,EDITOR'S COMMENTS Looking for a Few Good Concepts…and Theories…for the Information Systems Field,"Markus, M. Lynne and Saunders, Carol",nan
mixed,mixed_2056,mixed_3526,Information Technology and Corporate Strategy - A Research Perspective,"Bakos, Yannis and Treacy, Michael E.",1986,Information Technology and Corporate Strategy: A Research Perspective,"Yannis Bakos, J. and Treacy, Michael E",nan
mixed,mixed_1162,mixed_3158,Identity Management and Tradable Reputation,"Xu, Hong and Chen, Jianqing and Whinston, Andrew B.",2018,Identity Management and Tradable Reputation,"Xu, Hong and Chen, Jianqing and Whinston, Andrew B.",2018
mixed,mixed_3178,mixed_4507,Investigating the Relationship Between Medical Crowdfunding and Personal Bankruptcy in the United States - Evidence of a Digital Divide,"Burtch, Gordon and Chan, Jason",2019,INVESTIGATING THE RELATIONSHIP BETWEEN MEDICAL CROWDFUNDING AND PERSONAL BANKRUPTCY IN THE UNITED STATES: EVIDENCE OF A DIGITAL DIVIDE 1,"Burtch, Gordon and Chan, Jason",nan
mixed,mixed_1381,mixed_3705,On Generalizing the Concept of Hypertext,"Bieber, Michael P. and Kimbrough, Steven O.",1992,On Generalizing the Concept of Hypertext,"Bieber, Michael P and Kimbrough, Steven 0",nan
mixed,mixed_339,mixed_3310,AI on Drugs: Can Artificial Intelligence Accelerate Drug Development? Evidence from a Large-Scale Examination of Bio-Pharma Firms,"Lou, Bowen and Wu, Lynn",2021,AI on Drugs: Can Artificial Intelligence Accelerate Drug Development? Evidence from a Large-Scale Examination of Bio-Pharma Firms,"Lou, Bowen and Wu, Lynn",2021
mixed,mixed_1733,mixed_5303,Unemployment and Online Labor: Evidence from Microtasking,"Laitenberger, Ulrich and Viete, Steffen and Slivko, Olga and Kummer, Michael and Borchert, Kathrin and Hirth, Matthias",2023,UNEMPLOYMENT AND ONLINE LABOR: EVIDENCE FROM MICROTASKING 1,"Laitenberger, Ulrich and Viete, Steffen and Slivko, Olga and Kummer, Michael and Borchert, Kathrin and Hirth, Matthias",nan
mixed,mixed_3255,mixed_4036,"Theorizing the Multiplicity of Digital Phenomena: The Ecology of Configurations, Causal Recipes, and Guidelines for Applying QCA","Park, YoungKi and Fiss, Peer C. and Sawy, Omar A. El",2020,"THEORIZING THE MULTIPLICITY OF DIGITAL PHENOMENA: THE ECOLOGY OF CONFIGURATIONS, CAUSAL RECIPES, AND GUIDELINES FOR APPLYING QCA 1","Park, Youngki and Fiss, Peer C and Sawy, Omar A El",nan
mixed,mixed_1931,mixed_5011,Impact of Organizational Maturity on Information System Skill Needs,"Benbasat, Izak and Dexter, Albert S. and Mantha, Robert W.",1980,IMPACT OF ORGANIZATIONAL MATURITY ON INFORMATION SYSTEM SKILL NEEDS*,"Benbasat, Izak and Dexter, Albert S and Mantha, Robert W and Dickson, Gary W",nan
mixed,mixed_4451,mixed_606,"COMPARING PLS TO REGRESSION AND LISREL: A RESPONSE TO MARCOULIDES, CHIN, AND SAUNDERS 1","Goodhue, Dale L and Lewis, William and Thompson, Ron",nan,"Comparing PLS to Regression and LISREL: A Response to Marcoulides, Chin, and Saunders",Goodhue and Lewis and Thompson,2012
mixed,mixed_1865,mixed_3460,Do Technology Resources Influence Income Mobility? The Role of Regional and Caste Spillovers from Computer Ownership,"Liu, Che-Wei and Mithas, Sunil and Saldanha, Terence J.",2024,Do Technology Resources Influence Income Mobility? The Role of Regional and Caste Spillovers from Computer Ownership,"Liu, Che-Wei and Mithas, Sunil and Saldanha, Terence Joseph Vinay",2024
mixed,mixed_3991,mixed_2287,Software Evaluation and Choice: Predictive Validation of the Technology Acceptance Instrument,"Szajna, Bernadette",nan,Software Evaluation and Choice - Predictive Validation of the Technology Acceptance Instrument,"Szajna, Bernadette",1994
mixed,mixed_2960,mixed_4649,What Do Systems Users Have to Fear? Using Fear Appeals to Engender Threats and Fear that Motivate Protective Security Behaviors,"Boss, Scott R. and Galletta, Dennis F. and Lowry, Paul Benjamin and Moody, Gregory D. and Polak, Peter",2015,WHAT DO SYSTEMS USERS HAVE TO FEAR? USING FEAR APPEALS TO ENGENDER THREATS AND FEAR THAT MOTIVATE PROTECTIVE SECURITY BEHAVIORS 1,"Boss, Scott R and Galletta, Dennis F and Lowry, Paul Benjamin and Moody, Gregory D and Polak, Peter",nan
mixed,mixed_61,mixed_3293,How Does Employee Infusion Use of CRM Systems Drive Customer Satisfaction? Mechanism Differences Between Face-to-Face and Virtual Channels,"Chen, Liwei and Hsieh, J. J. Po-An and Rai, Arun and Xu, Sean Xin",2021,How Does Employee Infusion Use of CRM Systems Drive Customer Satisfaction? Mechanism Differences Between Face-to-Face and Virtual Channels,"Chen, Liwei and Hsieh, J. J. Po-An and Rai, Arun and Xu, Sean Xin",2021
mixed,mixed_957,mixed_3002,Individuals' Internet Security Perceptions and Behaviors: Polycontextual Contrasts Between the United States and China,"Chen, Yan and Zahedi, Fatemeh Mariam",2016,Individuals' Internet Security Perceptions and Behaviors - Polycontextual Contrasts Between the United States and China,"Chen, Yan and Zahedi, F. Mariam",2016
mixed,mixed_4077,mixed_309,Project Management Considerations for Distributed Processing Applications,"Felix, Robert G and Harrison, William L",nan,Project Management Considerations for Distributed Processing Applications,"Felix, Robert G. and Harrison, William L.",1984
mixed,mixed_2123,mixed_1426,"The Value of Strategic IS Planning - Understanding Consistency, Validity, and IS Markets","Henderson, John C. and Sifonis, John G.",1988,"The Value of Strategic IS Planning: Understanding Consistency, Validity, and IS Markets","Henderson, John C. and Sifonis, John G.",1988
mixed,mixed_4278,mixed_1405,Electronic Document Management: Challenges and Opportunities for Information Systems Managers,"Sprague, Ralph H",nan,Electronic Document Management: Challenges and Opportunities for Information Systems Managers,"Sprague, Ralph H.",1995
mixed,mixed_3501,mixed_693,EXTENDING ICT4D STUDIES: THE VALUE OF CRITICAL RESEARCH 1,"Lin, Cecilia I C and Kuo, Feng-Yang and Myers, Michael D",nan,Extending ICT4D Studies: The Value of Critical Research,"Lin, Cecilia I. C. and Kuo, Feng-Yang and Myers, Michael D.",2015
mixed,mixed_5021,mixed_948,Firm Size and the Information Technology Investment Intensity of Life Insurers,"Hards, Sidney E and Drucker Management, Peter F and Katz, Joseph L",nan,Firm Size and the Information Technology Investment Intensity of Life Insurers,"Harris, Sidney E. and Katz, Joseph L.",1991
mixed,mixed_4494,mixed_865,SHARING IS CARING: SOCIAL SUPPORT PROVISION AND COMPANIONSHIP ACTIVITIES IN HEALTHCARE VIRTUAL SUPPORT COMMUNITIES 1,"Huang, Kuang-Yuan and Chengalur-Smith, Indushobha and Pinsonneault, Alain",nan,Sharing Is Caring: Social Support Provision and Companionship Activities in Healthcare Virtual Support Communities,"Huang, Kuang-Yuan and Chengalur-Smith, InduShobha and Pinsonneault, Alain",2019
mixed,mixed_1156,mixed_4983,Understanding Human-Computer Interaction for Information Systems Design,"Gerlach, James H. and Kuo, Feng-Yang",1991,Understanding Human-Computer Interaction for Information Systems Design,"Gerlach, James H and Kuo, Feng-Yang",nan
mixed,mixed_2327,mixed_438,"Productivity, Business Profitability, and Consumer Surplus - Three Different Measures of Information Technology Value","Hitt, Lorin M. and Brynjolfsson, Erik",1996,"Productivity, Business Profitability, and Consumer Surplus: Three Different Measures of Information Technology Value","Hitt, Lorin M. and Brynjolfsson, Erik",1996
mixed,mixed_3074,mixed_1535,Growing on Steroids - Rapidly Scaling the User Base of Digital Ventures Through Digital Innovation,"Huang, Jimmy C. and Henfridsson, Ola and Liu, Martin J. and Newell, Sue",2017,Growing on Steroids: Rapidly Scaling the User Base of Digital Ventures Through Digital Innovation,"Huang, Jimmy and Henfridsson, Ola and Liu, Martin J. and Newell, Sue",2017
mixed,mixed_2394,mixed_1532,Empirical Research in Information Systems - The Practice of Relevance,"Benbasat, Izak and Zmud, Robert W.",1999,Empirical Research in Information Systems: The Practice of Relevance,"Benbasat, Izak and Zmud, Robert W.",1999
mixed,mixed_3275,mixed_317,Impact of Gamification on Perceptions of Word-of-Mouth Contributors and Actions of Word-of-Mouth Consumers,"Wang, Lei and Gunasti, Kunter and Shankar, Ramesh and Pancras, Joseph and Gopal, Ram D.",2020,Impact of Gamification on Perceptions of Word-of-Mouth Contributors and Actions of Word-of-Mouth Consumers,"Wang, Lei and Gunasti, Kunter and Shankar, Ramesh and Pancras, Joseph and Gopal, Ram",2020
mixed,mixed_1128,mixed_2859,Media Selection as a Strategic Component of Communication,"George, Joey F. and Carlson, John R. and Valacich, Joseph S.",2013,Media Selection as a Strategic Component of Communication,"George, Joey F. and Carlson, John R. and Valacich, Joseph S.",2013
mixed,mixed_5239,mixed_1897,THE INFLUENCE OF STATUS ON EVALUATIONS: EVIDENCE FROM ONLINE CODING CONTESTS 1,"Deodhar, Swanand J and Babar, Yash and Burtch, Gordon",nan,The Influence of Status on Evaluations: Evidence from Online Coding Contests,"Deodhar, Swanand and Babar, Yash and Burtch, Gordon",2022
mixed,mixed_3084,mixed_43,Toward Meaningful Engagement - A Framework for Design and Research of Gamified Information Systems,"Liu, De and Santhanam, Radhika and Webster, Jane",2017,Toward Meaningful Engagement: A Framework for Design and Research of Gamified Information Systems,"Liu, De and Santhanam, Radhika and Webster, Jane",2017
mixed,mixed_3104,mixed_1910,The Impact of Ideology Misfit on Open Source Software Communities and Companies,"Daniel, Sherae L. and Maruping, Likoebe M. and Cataldo, Marcelo and Herbsleb, James D.",2018,The Impact of Ideology Misfit on Open Source Software Communities and Companies,"Daniel, Sherae L. and Maruping, Likoebe M. and Cataldo, Marcelo and Herbsleb, Jin",2018
mixed,mixed_3497,mixed_894,AN EMPIRICAL ANALYSIS OF THE IMPACT OF INFORMATION CAPABILITIES DESIGN ON BUSINESS PROCESS OUTSOURCING PERFORMANCE 1,"Mani, Deepa and Barua, Anitesh and Whinston, Andrew",nan,An Empirical Analysis of the Impact of Information Capabilities Design on Business Process Outsourcing Performance,Mani and Barua and Whinston,2010
mixed,mixed_11,mixed_4317,Cryptographic Protection of Computer-Based Data Files,"Murray, Thomas J.",1979,CRYPTOGRAPHIC PROTECTION OF COMPUTER-BASED DATA FILES*,"Murray, Thomas J",nan
